CourseID,CourseName,Unit,ReviewNumber,AvgStar,Level,Results
Data Visualization in Excel: Build an Interactive Dashboard,Data Visualization in Excel: Build an Interactive Dashboard,Coursera Project Network,10,3.6,Intermediate level,"1. Use Excel functions (VLOOKUP, SUMIFS, etc) to prepare raw data for reporting
2. Use built in tools (Pivot Tables, Charts etc) to produce dynamic reports
3. Use Power Pivot to produce dynamic dashboards that update on refresh
"
Using BigQuery in the Google Cloud Console,Using BigQuery in the Google Cloud Console,Google Cloud,0,0,Beginner level,"Query a public dataset
Create a custom table and load data into a table
Query a table
"
Support Vector Machines with scikit-learn,Support Vector Machines with scikit-learn,Coursera Project Network,306,4.3,Beginner level,"Understand the theory behind support vector machines
Builld SVM models with scikit-learn to classify linear and non-linear data
Determine the strengths and limitations of SVMs
Develop an SVM-based facial recognition model
"
Deploy an NLP Text Generator: Bart Simpson Chalkboard Gag,Deploy an NLP Text Generator: Bart Simpson Chalkboard Gag,Coursera Project Network,13,4.7,Intermediate level,"Deploy a trained NLP text generator model as a web app
"
Machine Learning: Predict Poisonous Mushrooms using a Random Forest Model and the FFTrees Package in R,Machine Learning: Predict Poisonous Mushrooms using a Random Forest Model and the FFTrees Package in R,Coursera Project Network,98,4.6,Intermediate level,"Complete a random Training and Test Set from one Data Source using an R function.
Practice data exploration using R and ggplot2.
Apply a Random Forest model using the FFTrees package in R.
"
Linear Regression and Multiple Linear Regression in Julia,Linear Regression and Multiple Linear Regression in Julia,Coursera Project Network,17,4.1,Beginner level,"Learn about linear regression and multiple linear regression.
How to do distribution analysis and correlation analysis
How to calculate the error 
"
A Geometrical Approach to Genome Analysis: Skew & Z-Curve,A Geometrical Approach to Genome Analysis: Skew & Z-Curve,Coursera Project Network,0,0,Intermediate level,"Analyze complete genome using a geometrical method
Plot 2D- and 3D graphs in Python
Calculate, plot, and save complete genome profile 
"
Introduction to SQL Window Functions,Introduction to SQL Window Functions,Coursera Project Network,18,4.5,Intermediate level,"Understand how SQL window functions work and when to use them
Understand how the ORDER BY and PARTITION BY clauses work with the OVER() clause
Manipulate data in tables using SQL SELECT statements together with window functions
"
Creating Models using Smartpls,Creating Models using Smartpls,Coursera Project Network,21,4.6,Intermediate level,"Create a model using Smartpls software
Run the model
Intrepret it
"
GenAI for Data Analysis : OpenAI Assistant API,GenAI for Data Analysis : OpenAI Assistant API,Coursera Project Network,0,0,Intermediate level," Make use of OpenAI API to create an AI assistant using OpenAI Assistant API  
 Create effective prompts to interact with the AI assistant  
 Visualize data using the AI Assistant  
"
Data Science for Health Research Specialization,Data Science for Health Research Specialization,University of Michigan,0,0,Intermediate level,
Python for Data Visualization:Matplotlib & Seaborn(Enhanced),Python for Data Visualization:Matplotlib & Seaborn(Enhanced),Coursera Project Network,17,4.7,Beginner level,"Understand python programming fundamentals for data visualization
Leverage the power of Matplotlib and Seaborn
Plot histograms, countplots, scatterplots, and line plots
"
Design and Build a Data Warehouse for Business Intelligence Implementation,Design and Build a Data Warehouse for Business Intelligence Implementation,University of Colorado System,284,4.6,,
GenAI Summarization with Langchain: Summarize Text Documents,GenAI Summarization with Langchain: Summarize Text Documents,Coursera Project Network,0,0,Intermediate level,"Learn the implementation of Langchain and how it interfaces with language models for text summarization.
Utilize GPT models and prompt template within the Langchain framework for extracting key information from large documents.
Gain proficiency in designing user-friendly interfaces by using Streamlit, integrating Langchain-based summarization capabilities for practical use.
"
Mastering Data Analysis with Pandas: Learning Path Part 3,Mastering Data Analysis with Pandas: Learning Path Part 3,Coursera Project Network,15,4.7,Beginner level,"Mastering Advanced DataFrame Operations and Filtering
Application of a custom-developed function to Pandas DataFrames
Advanced DataFrame Manipulations, Merging, concatenation and multi-indexing
"
Mastering Data Analysis with Pandas: Learning Path Part 2,Mastering Data Analysis with Pandas: Learning Path Part 2,Coursera Project Network,25,4.8,Beginner level,"Master data analysis and manipulation in Pandas and Python
Define and manipulate Pandas DataFrame
Label-based and integer-based DataFrame indexing
"
Follow a Machine Learning Workflow,Follow a Machine Learning Workflow,CertNexus,0,0,Intermediate level,"Collect and prepare a dataset to use for training and testing a machine learning model.
Analyze a dataset to gain insights.
Set up and train a machine learning model as needed to meet business requirements.
Communicate the findings of a machine learning project back to the organization.
"
Pneumonia Classification using PyTorch,Pneumonia Classification using PyTorch,Coursera Project Network,10,4.3,Intermediate level,"fine tune EfficientNet Model 
build a simple trainer to train the model
"
Analyze Box Office Data with Seaborn and Python,Analyze Box Office Data with Seaborn and Python,Coursera Project Network,176,4.5,Intermediate level,"Produce data visualizations with Seaborn
Apply graphical techniques used in exploratory data analysis (EDA)
"
Advanced Deep Learning Methods for Healthcare,Advanced Deep Learning Methods for Healthcare,University of Illinois at Urbana-Champaign,0,0,Advanced level,
Data Management and Visualization,Data Management and Visualization,Wesleyan University,929,4.4,,
Data Science in Real Life,Data Science in Real Life,Johns Hopkins University,2351,4.5,,"Identify strengths and weaknesses in experimental designs
Learn novel solutions for managing data pulls
Describe common pitfalls in communicating data analyses
Understand a typical day in the life of a data analysis manager
"
Create a Sales Dashboard using Power BI,Create a Sales Dashboard using Power BI,Coursera Project Network,20,4.3,Beginner level,"Build an attractive and interactive sales dashboard with all the necessary visualizations in a black and blue theme
Visualize sales data using bar charts & pie charts
Create interactive maps to visualize sales data by countries and markets
"
Object Detection with Amazon Sagemaker,Object Detection with Amazon Sagemaker,Coursera Project Network,98,4.5,Advanced level,"Prepare data for Sagemaker Object Detection.
Train a model using Sagemaker.
Deploy a trained model using Sagemaker.
"
Introduction to the Tidyverse,Introduction to the Tidyverse,Johns Hopkins University,40,4.3,Beginner level,"Distinguish between tidy and non-tidy data
Describe how non-tidy data can be transformed into tidy data
Describe the Tidyverse ecosystem of packages
Organize and initialize a data science project
"
